"text","chapter","chapter-title"
"Storage Space","chapter-1","Data Structures and Algorithms"
"Subroutines","chapter-1","Data Structures and Algorithms"
"ADT:","chapter-1","Data Structures and Algorithms"
"Type","chapter-1","Data Structures and Algorithms"
"Operations","chapter-1","Data Structures and Algorithms"
"Data Items:","chapter-1","Data Structures and Algorithms"
"Data Items:","chapter-1","Data Structures and Algorithms"
"Physical Form","chapter-1","Data Structures and Algorithms"
"Logical Form","chapter-1","Data Structures and Algorithms"
"Figure 1.1 The relationship between data items, abstract data types, and data","chapter-1","Data Structures and Algorithms"
"structures. The ADT defines the logical form of the data type. The data structure","chapter-1","Data Structures and Algorithms"
"implements the physical form of the data type.","chapter-1","Data Structures and Algorithms"
"given data structure. Other sections use the logical ADT for the data structure in","chapter-1","Data Structures and Algorithms"
"the context of a higher-level task.","chapter-1","Data Structures and Algorithms"
"Example 1.9 A particular Java environment might provide a library that","chapter-1","Data Structures and Algorithms"
"includes a list class. The logical form of the list is defined by the public","chapter-1","Data Structures and Algorithms"
"functions, their inputs, and their outputs that define the class. This might be","chapter-1","Data Structures and Algorithms"
"all that you know about the list class implementation, and this should be all","chapter-1","Data Structures and Algorithms"
"you need to know. Within the class, a variety of physical implementations","chapter-1","Data Structures and Algorithms"
"for lists is possible. Several are described in Section 4.1.","chapter-1","Data Structures and Algorithms"
"1.3 Design Patterns","chapter-1","Data Structures and Algorithms"
"At a higher level of abstraction than ADTs are abstractions for describing the design","chapter-1","Data Structures and Algorithms"
"of programs — that is, the interactions of objects and classes. Experienced software","chapter-1","Data Structures and Algorithms"
"designers learn and reuse patterns for combining software components. These have","chapter-1","Data Structures and Algorithms"
"come to be referred to as design patterns.","chapter-1","Data Structures and Algorithms"
"A design pattern embodies and generalizes important design concepts for a","chapter-1","Data Structures and Algorithms"
"recurring problem. A primary goal of design patterns is to quickly transfer the","chapter-1","Data Structures and Algorithms"
"knowledge gained by expert designers to newer programmers. Another goal is","chapter-1","Data Structures and Algorithms"
"to allow for efficient communication between programmers. It is much easier to","chapter-1","Data Structures and Algorithms"
"discuss a design issue when you share a technical vocabulary relevant to the topic.","chapter-1","Data Structures and Algorithms"
"Specific design patterns emerge from the realization that a particular design","chapter-1","Data Structures and Algorithms"
"problem appears repeatedly in many contexts. They are meant to solve real prob-","chapter-1","Data Structures and Algorithms"
"lems. Design patterns are a bit like generics. They describe the structure for a","chapter-1","Data Structures and Algorithms"
"design solution, with the details filled in for any given problem. Design patterns","chapter-1","Data Structures and Algorithms"
"are a bit like data structures: Each one provides costs and benefits, which implies","chapter-1","Data Structures and Algorithms"
"Sec. 1.3 Design Patterns 13","chapter-1","Data Structures and Algorithms"
"that tradeoffs are possible. Therefore, a given design pattern might have variations","chapter-1","Data Structures and Algorithms"
"on its application to match the various tradeoffs inherent in a given situation.","chapter-1","Data Structures and Algorithms"
"The rest of this section introduces a few simple design patterns that are used","chapter-1","Data Structures and Algorithms"
"later in the book.","chapter-1","Data Structures and Algorithms"
"1.3.1 Flyweight","chapter-1","Data Structures and Algorithms"
"The Flyweight design pattern is meant to solve the following problem. You have an","chapter-1","Data Structures and Algorithms"
"application with many objects. Some of these objects are identical in the informa-","chapter-1","Data Structures and Algorithms"
"tion that they contain, and the role that they play. But they must be reached from","chapter-1","Data Structures and Algorithms"
